text_id,text
T1015,Csapatversenyben a negyedik helyen végzett társaival
T1016,A huszárság mellett léteztek még dragonyos és ulánus alakulatok
T1017,A komplexum bal hátsó részét foglalja el
T1018,Egy lánya és egy fia született
T1019,Személyre szóló hely van
T1020,A város lakossága többször is sikertelenül fellázadt a normannok ellen
T1021,A játék Saturn-verziója általánosságban kedvező kritikai fogadtatásban részesült
T1022,Erdélyi fajta szarvasmarhát és juhot tenyésztettek
T1023,Férje Fehér Mátyás Jenő történetíró volt
T1024,A farok szőrzete két sorba rendezett
T1025,Személyes tragédiák miatt öt évet kellett várnia következő filmje elkészítéséig
T1026,Marosvásárhelyen tanult teológiát
T1027,Közigazgatásilag Nes község székhelye
T1028,Ezek számát és javadalmait még növelte is
T1029,A tengerparton rekedt francia egységeknek reményük sem maradt a menekülésre
T1030,Ezekről képeket Shinoda blogján lehet találni
T1031,Ez évben kapta meg a Ferenc József-rend lovagkeresztjét
T1032,Az egész Földön elterjedt alcsaládnak több ezer faját ismerjük
T1033,Időnként egy-egy staffázs-figura visszavezethető más festők korábbi képeire
T1034,Mindez teljesen megviseli Kate-et
T1035,A korai arab időszakban ásták ki őket
T1036,A boldog családi körből a szabadságharc riadója zavarta fel
T1037,A bronzkorban már megjelentek az emelt padlós házak
T1038,Még ebben az évben gyermektelenül meghalt
T1039,Élőhelyül az erdőket és ligeterdőket választották
T1040,Baselben a területi bajnokság Játékvezető Bizottságának elnöke
T1041,Az országhatár elérésével ér véget
T1042,Célcsoportjuk minden korosztály
T1043,Torony település belterületén északi irányból az Arany-patakba torkollik
T1044,A sírfeliratok között a latinon kívül illír nevek is találhatók
T1045,Turisták és vadászok régóta tudtak róla
T1046,A Zagrosz-hegység vidékén élők beszélik
T1047,Az indukált feszültség a Lenz-törvény értelmében akadályozza a fluxus növekedését
T1048,A Velencei-hegységben is előfordul
T1049,Munkájáért elnöki dicséretben részesült
T1050,Felesége kedvéért otthagyta az osztrák hadsereget és Magyarországon telepedett le
T1051,A város legfontosabb gazdasági ágazata a tengeri kikötői tevékenységhez kapcsolódik
T1052,Francesco apját tömlöcbe záratja és átveszi az örökséget
T1053,Mindössze két prototípus épült belőle
T1054,Közel száz albumot adott ki
T1055,Olga királyné igen jártas volt a természettudományokban
T1056,Birja a k
T1057,Fellépett már Brüsszelben is
T1058,Több költeménye meglehetősen trágár
T1059,Az egyetem hallgatói uniója azonban mindkettejük szereplését megtiltotta
T1060,Az önkéntes kamarai tagok részére az ügyintézés térítésmentes
T1061,Walter feladja magát a rendőrségen
T1062,Három lánytestvére is sportolt
T1063,Rákóczi Ferenc Gimnázium levelező tagozatán tette le
T1064,Székhelye Barcelona városa
T1065,Sárospatakon beválasztották a helyi képviselő-testületbe
T1066,Ez általában pálinka
T1067,A építészeti egységeket lizénák választják el egymástól
T1068,Kilenc üreg vált ismertté a kőbányában
T1069,Ezt a jelet megerősítő jelzésnek hívják
T1070,A város oktatási intézményeinek fenntartója a Newporti Iskolakerület
T1071,Az Amszterdam-szigeten költ és az Indiai-óceán területén él
T1072,Először az első elődöntőben adta elő a dalát Malmőben
T1073,Ausztria a vereség révén meggyengült
T1074,A Red Alert cselekménye egy párhuzamos univerzumban játszódik
T1075,Gusztáv megkoronázásának napja ma nemzeti ünnep
T1076,Nagy mennyiségben fogyasztottak kagylót
T1077,Fiatalkora nem ismert
T1078,A híd a település főterének alsóbb részén helyezkedik el
T1079,Hufu uralkodása alatt töltötte be a vezíri posztot
T1080,Sima kis izom éppen a bőr alatt
T1081,Az elnyelt energiának klinikailag igazolt terápiás hatása van
T1082,Remek meccset vívott a két csapat
T1083,Unokája Frederick Campbell volt
T1084,Különböző magvakkal és gyümölcsökkel táplálkozik
T1085,Eredetileg székelyek által alapított település
T1086,Mesterei Csajka István és Kisfaludi Strobl Zsigmond voltak
T1087,A cselekmény során egyre inkább fontosabb szereplőivé válnak
T1088,Egyesek szerint egyszerre dráma és regény
T1089,A híd építését az osztrák hadsereg végezte
T1090,Ráadásul a Tatabánya elleni idegenbeli rangadón kiállították
T1091,Az előző szezonhoz hasonlóan ugyanaz a lebonyolítási rendszer volt
T1092,Azóta minden évben ilyen mezeket hordanak a Sunderland játékosai
T1093,Ő azonban az egyik találmányával még időben megmenekül
T1094,Ezen váratlan fejlemények miatt a kormány felfüggesztette az ügyet
T1095,A fiókák még két hétig a fészekben tartózkodnak
T1096,A kifejlett egyedek késő nyáron jönnek elő
T1097,A gyarmatosítás idején betelepítették Észak-Amerikába
T1098,Egy földtani kutatóintézet igazgatójaként tevékenykedett
T1099,Szegényházban érte a halál
T1100,A trianoni békeszerződés előtt Udvarhely vármegye Udvarhelyi járásához tartozott
T1101,Az egyetemet Budapesten végezte
T1102,Anjou grófjai és hercegei gyakran különböző országok uralkodói lettek
T1103,Az egyik legnagyobb rajongója Mick Jagger
T1104,A Humboldt Egyetemen tanult Berlinben
T1105,Rákóczi Ferenc fejedelemmel kapcsolatos történelmi emlékek ismertetése
T1106,Édesapja munkája miatt Vácra költöztek
T1107,Egyesek a női Rod Stewartként emlegetik
T1108,A diploma után megkezdődött színészi karrierje ausztráliai televíziós produkciókban
T1109,Ilyen kezdetek után alakult ki fokozatosan önálló részlegként
T1110,Fejlődésük során a sekély víz helyén száraz földterület alakul ki
T1111,Ötször nyert bajnoki címet és háromszor Norvég Kupát az együttessel
T1112,Torontóban szerkesztette a helyi rádió heti egyórás magyar adását
T1113,Tanulmányait Susann McDonald tiszteletbeli professzornál folytatta az Indianai Egyetemen
T1114,Terápiás hatásának pontos mechanizmusa nem ismert
T1115,Mint neve is mutatja megjelenése hasonlít az Európában elterjedt szarkára
T1116,Számos díjat és kitüntetést kapott munkásságáért
T1117,A mai város helyén egykor kis mordvin falu állt
T1118,A Xperia tipo dual csak fekete és ezüst színekben kapható
T1119,Az ezt megelőző és követő szakaszok kivitelezése jelenleg is zajlik
T1120,A bölcseletet Budán végezte
T1121,A regisztrált hajók száma meghaladja a tízezret
T1122,Jelenleg Írországban él feleségével és két gyermekével
T1123,Halála előtt néhány héttel hazaköltözött
T1124,A hercegi korona csak a heraldikában fordul elő
T1125,Ekkor összetett csapatversenyben ezüstérmes lett
T1126,Csak nem feltétlenül ebben a sorrendben
T1127,Nagyapja Spanyolországból bevándorolt mezőgazdasági munkás volt
T1128,Po némi habozás után az utóbbi mellett dönt
T1129,Számtalan nemzetközi kiállításon mutatták be alkotásait
T1130,Az utolsó évad csak az esküvőjével kapcsolatos eseményekkel foglalkozik
T1131,A Habarovszki határterület északkeleti részének egyik folyója
T1132,A barátnője az első gyermeküket várta
T1133,Fontos a célzat fennállása
T1134,Lexie több Playboy videóban és különkiadásban is szerepelt
T1135,A felnőtt csapat színeiben ez az egy bajnokin szerepelt
T1136,Az anyja Törökországból az apja Olaszországból származik
T1137,Életképeivel a Vándorkiállítási Társaság egyik vezető alakja lett
T1138,A felállás hónapokon keresztül folyamatosan változott
T1139,Károly követett a trónon
T1140,Hátrányuk a viszonylagos drágaságuk
T1141,Másnap csaknem az egész lakosság követte őket
T1142,Az energiafelhasználás területei részei a sokat vitatott fenntartható fejlődés problematikájának
T1143,Megjelenésekor az album óriási sikert aratott világszerte
T1144,Geológiai-lemeztektonikai értelemben az óceánok egy szabályos fejlődési pályát járnak be
T1145,Halála után Bécsben utcát neveztek el róla
T1146,Lajos seregét is
T1147,Egyszerre egy kölyköt hoznak világra
T1148,Évente több ezren keresik fel a kis falut
T1149,A virágai fehérek
T1150,Keleten és délen a Balti-tenger határolja
T1151,A Hódmezővásárhely melletti Kopáncs-Kökénydombon találták meg
T1152,A budapesti egyetemen folytatta jogi tanulmányait
T1153,A Tanácsköztársaság bukását követően letartóztatták
T1154,Az ír kislemezlistán első helyezett lett
T1155,Mindkét elmélet jól egyezett a kísérleti tapasztalatokkal
T1156,Ezt követően készített lemezt a Weather Reporttal
T1157,A többi másoló neve ismeretlen
T1158,Szeménél fekete sáv található
T1159,Ismereteink alapján magyar-hun hagyomány csak onogur-bolgár közvetítés révén tehető fel
T1160,A felfedezés jelentős pozitív hatást gyakorolt a környék gazdaságára
T1161,Leggyakoribb zárvány a grafit
T1162,A kék-fehérekkel kétszeres bajnok
T1163,Háromszoros bajnok és hatszoros kupagyőztes
T1164,A németen kívül később még négy nyelvet megtanult
T1165,Osztály elnöki tisztségét látta el
T1166,A trópusi és szubtrópusi Amerika jellemző növényei
T1167,A beutazáshoz vízum szükséges
T1168,A temetkezési körzetek fontos részét képezték a piramis-komplexumoknak
T1169,Az amerikai hadsereg jelképe
T1170,Leszerelése után az írásból élt
T1171,A dalt a dán Basim adta elő angolul
T1172,A feleségét és gyermekeit a testvéréhez küldik élni
T1173,Jurenák János már fiatalon ellátta az egyházközösség ellenőri feladatait
T1174,A páncélos hadosztályok egy vagy több páncélos dandárból álltak
T1175,Apjához hasonlóan ő is a Stauf-dinasztia szolgálatában állt
T1176,A párt az alapjövedelem-programját egy önálló honlapon is bemutatta
T1177,A kilátó megközelítését jól látható turistajelzések segítik
T1178,Az anyagok eltérő keménységéhez alkalmazkodva a mérési módszerek is eltérnek
T1179,Sírja szülőfalujában található
T1180,Ezen kívül egy weblap függhet ideiglenesen tárolt információtól is
T1181,Heidit három évre leszerződtette a Metropolitan modell ügynökség
T1182,Több állami kitüntetést is kapott
T1183,Sokféle okból lehet ágat létrehozni
T1184,Grosz Lipót és Klein Lora fiaként született
T1185,Ám még ebben az esztendőben meghalt
T1186,A lakótelep e két egységét a Késmárk utca választja el
T1187,Tápláléka rovarokból és gyümölcsökből áll
T1188,Még ebben az évben Berlin állatkertje is kapott néhány példányt
T1189,Az ország délkeleti részén terül el
T1190,Élete hátralevő részében Nicsiren itt tanított
T1191,Két év elteltével itt érte a halál
T1192,Levelei lándzsásak vagy lándzsás tojásdadok
T1193,Több eltérő vélemény is létezik a felvételi munkák hatékonyságát illetően
T1194,Kispolgári zsidó családba született
T1195,Washingtonban és a New York-i Columbia Egyetemen tanult
T1196,A svájci tartalék kiszorította a támadókat a városból
T1197,Leo hat éves korában elveszítette édesapját
T1198,A szövetségi állam Etiópia északnyugati részén található
T1199,Ezeket a lakásokat ma is lakják
T1200,Képeivel számos egyéni és csoportos kiállításon szerepelt Magyarországon és külföldön
T1201,Béla kedvelt híve volt
T1202,Ezért az alakításért az év színésze díjjal tüntették ki
T1203,A kantoni elnök jelenleg a Gazdasági Minisztérium feje
T1204,Ettől kezdve Nagybecskereken élt
T1205,A város ma etnikailag nagyon vegyes képet mutat
T1206,Rövid csápjaik segítik őket a táplálékkeresésben
T1207,Az epizódokban megjelennek különleges Nickelodeon hírességek is
T1208,A torony inaktív állapotban kék
T1209,Előállítható üveges állapotban is
T1210,Bolívia és Brazília szavannáinak lakója
T1211,Vilmos német császár születésnapján
T1212,Lajos francia király anyai nagyanyja
T1213,Ezután éveken át csak hazai gyártók állítottak ki
T1214,Mindenféle kiképzés nélkül a munkálatok rendkívül veszélyesek voltak
T1215,A sziget négy részre osztható
T1216,Kázmér lengyel és Luxemburgi János cseh király részvételével
T1217,Nevét a felette emelkedő várról kapta
T1218,Angliai mércével gyéren lakott terület
T1219,A bajnoki pontokra kizárólag a Pro és Pro-Am-ben indulók voltakjogosultak
T1220,Spórapora halvány okkersárga
T1221,Sikerült megteremtenie a községben a modern közoktatás alapjait
T1222,Ki kell dolgozni a tevékenység módszertanát
T1223,A laikus bíróságok azután laikus ítéleteket hoztak
T1224,Zsigmond Ágost királyhoz
T1225,Felülete nedves időben kissé nyálkás
T1226,Végül visszatér az alvilágba és mindenről részletesen beszámol királynak
T1227,A hitelező szempontjából ez egy kockázati felár
T1228,Pierre de Montmorency öt leánya közül ő volt a legfiatalabb
T1229,Kialakulását számos legenda és történet övezi
T1230,A közeli Kék sziklák is pompás turista-látványosság
T1231,A szovjet csapatok kivonása után Oroszország Tambovi területére települt
T1232,Az előadást különböző effektek és hangzások is színesítik
T1233,Válásuk után Carlos Mike-hoz költözik
T1234,Azonban ez nem gyakori
T1235,Kizárólag azokhoz az emberekhez szóltam
T1236,Ebben a nyelvben a birtokos névmást nem használják névelővel
T1237,A jula törzs nevét a magyar gyula méltóságnévvel szokták azonosítani
T1238,A hal színezete élőhelyenként változó
T1239,A sziget nagyobb része Stord községhez tartozik
T1240,Megjelenése óta a dalt számtalan előadó feldolgozta
T1241,Középiskolai tanulmányait követően a budapesti egyetemen filozófiát hallgatott
T1242,Az album deluxe kiadásán három bónuszdal szerepel
T1243,Ekkortól viseli közismert nevét
T1244,Győrben és Pozsonyban az evangélikus líceumban végezte tanulmányait
T1245,A Rómába igyekvő választók közül ráadásul ketten Frigyes fogságába estek
T1246,Az Inga idézés a Yu-Gi-Oh
T1247,A máltai egyetemen tanul
T1248,A római időkből villák romjait tárták fel
T1249,A kilátó ingyenesen látogatható
T1250,Az önkormányzathoz egyetlen település tartozik egy katasztrális községben
T1251,A vetülékfonalakat ennél az eljárásnál kézi munkával helyezik be
T1252,Virágzáskor a méhek előszeretettel látogatják
T1253,A közeli templom órája negyedet üt
T1254,Néha a mellkason is látható egy fehér terület
T1255,Nézzünk pár tipikus hibát
T1256,Helyükre szlovák telepeseket hoztak
T1257,Az alkinek nagyon reakcióképes vegyületek
T1258,Valeria szerepéért rangos díjakat nyert
T1259,Plummer háromszor házasodott meg
T1260,E jelenséggel kapcsolatban próbál igaz állításokat megfogalmazni
T1261,Középiskolai tanulmányait Nagyszebenben végezte
T1262,Cave jelentősen meggazdagodott a kiadvány hasznából
T1263,A suta szemfogai kisebbek és alig látszanak
T1264,Ő szeretne a legnagyobb blogger lenni a világon
T1265,De végül Alföldi Róbert is Kállai-Kiss Zsófit küldte haza
T1266,Tizenhat évesen játszott a csehszlovák válogatottban
T1267,Az északi imádkozó sáska stílusok közös jellemzőik alapján könnyen felismerhetők
T1268,Területén egykor több ma is létező település létezett
T1269,Csipkés tartozik hozzá
T1270,Beriszló halála után a Bánffyak és a Zrínyiek birtoka
T1271,Környékén a középkorban főként aranyat bányásztak
T1272,A színe feketésbarnává válik
T1273,Igen tevékeny résztvevője volt a közgazdasági életnek
T1274,Anat a helyi templomban is képviseltette magát
T1275,Sokszor különös helyzetekbe keveredik
T1276,Ma főként magyarok és szerbek lakják
T1277,Hacsek ennek pont az ellentéte
T1278,Szatmári Mór és Hirsch Lenke fia
T1279,Más nyelvben ragozott alakokat feltételezve ez nyilván sokkal bonyolultabb
T1280,A Lunar Orbiter-program egyik tervezőmérnöke volt
T1281,Kiadta Emich Gusztáv Pesten
T1282,Német és orosz nyelven beszél
T1283,Európában sebezhető fajként tartják nyilván
T1284,Még egyetlen kongói demokratikus köztársasági sportoló sem nyert olimpiai érmet
T1285,Azóta a tévés hálózatok kedvelt darabja
T1286,Az itt kitermelt szenet a társaság mozdonyaiban égették el
T1287,A fej formáját az Ibanezre jellemző éles vonalak adják
T1288,A világ első hibaáram-védelmi rendszerét Henri Rubin fejlesztette ki Dél-Afrikában
T1289,Fészkét faodvakba készíti
T1290,Ebből képződik a gerincvelő szürkeállománya
T1291,A tóba a csatornán keresztül az óceánjáró hajók is eljutnak
T1292,Az épület sarkain vakolatból kialakított díszítést alkalmaztak
T1293,Az Aerosmith számos későbbi zenekarra gyakorolt jelentős befolyást
T1294,Ekkor került a terület a Korfu család birtokába
T1295,Végre véget ér a harc
T1296,Testüket rongyokkal takarják el
T1297,A Bethlen Gábor Közgazdasági Szakközépiskolában tanult Debrecenben
T1298,Ott van már a házunk
T1299,Orosz és lengyel nyelvből fordított
T1300,A legtöbb város címerében szerepel a hagyományos korona
T1301,Pollenje allergiát okozhat
T1302,Ausztria első győzelmét aratta
T1303,Ekkortól tagja a helyi ötvöscéhnek
T1304,A vallásos témákat egyéni felfogásban festette meg
T1305,Beceneve Fábián Öcsi
T1306,A jezsuita rend alapítója Loyolai Szent Ignác
T1307,King Mob ága
T1308,Északkeleti irányba átszeli a köztársaság nyugati felét
T1309,A népesség többi része elszórtan él a község völgyeiben
T1310,A Magyar Általános Kőszénbánya Részvénytársaság
T1311,A modellfrissítés során bevezettek két Bullet basszusgitár változatot is
T1312,Több helytörténeti előadássorozatot tartott
T1313,Nevüket Simonyról vehették
T1314,Az ezüst és az arany nemesfém
T1315,A két győzelmük között eltelt harminchét év rekordnak számít
T1316,A kompozíciót Skoda Lajos építész álmodta meg
T1317,Iskoláit Siófokon és Budapesten végezte
T1318,Déli irányban hagyja el Dombóvár települést
T1319,Béla király a tatárok által elpusztított vidékre német hospeseket telepített
T1320,Az állami légitársaság a Donecki Területi Tanács kezelésébe került
T1321,Legendává válása szinte halálának pillanatában megkezdődött
T1322,Évekig elnöke volt egy terézvárosi polgári körnek
T1323,Főtitkára Horváth Gábor
T1324,Béla Gimnáziumban végezte középiskolai tanulmányait
T1325,Sikereit természetesen nem könnyen érte el
T1326,Az északi országrész vezírjeként székhelye Szaisz volt
T1327,Lola és Andres szerelme nem ismer határokat
T1328,Pályáját Zalaegerszegen a Hevesi Sándor Színházban kezdte
T1329,Háziállataink fajtáinak első rendszeres áttekintését állította össze Szépirodalommal is foglalkozott
T1330,A több milliós hazai ortodoxia néhány tízezerre zsugorodott
T1331,A tornyot egy fallal védett várudvar övezte
T1332,A legjobb második Hollandia lett
T1333,Több vidéki városban is sikerrel szerepelt társulatával
T1334,Havonta jelent meg
T1335,A zsidóságot tekinti a női típus egy népben történő megvalósulásának
T1336,A büntetés magában az elkövetett tettben nyilvánul meg
T1337,A bajnokság osztályait több alkalommal is átkeresztelték
T1338,A walesiek és az argentin kormányzat között is viták voltak
T1339,A legnagyobb tengere a Wesessa-tenger
T1340,A kavicsos és repedezett tengerfenéket kedveli
T1341,A rómaiak fennhatósága alatt uralkodott
T1342,Az együttes eddig két nagylemezt és egy koncertalbumot jelentetett meg
T1343,A heteroszexuális mellett a homoszexuális szerelem is megjelenik témaként
T1344,Idősb Kovács Kálmán matematikus fia
T1345,Velence közigazgatása alá tartozik
T1346,A Shire Hall ma a megyei tanács tulajdona
T1347,A falut más néven Bucsának is hívják
T1348,Élőhelyének változását némileg tolerálja
T1349,A Ming-dinasztia idején teljesen használaton kívülre került
T1350,Főiskolai gyakorlatát a Nemzeti Színházban töltötte
T1351,Cosenza megye a Calabriai-félsziget északi részét foglalja el
T1352,Publikációit magyar és angol nyelven adja közre
T1353,A megvalósíthatósági tanulmány legfőbb szerepe a döntés-előkészítésben van
T1354,E szoroson keresztül gyakran érte támadás Erdélyt és Magyarországot is
T1355,Ez az idő arányosan csökken az oldat koncentrációjának megfelelően
T1356,Az információt több amerikai sajtótermék is feldolgozta
T1357,Az alábbi táblázatban látható néhány példa a gyakoribbak közül
T1358,Verekedés közben Gyurka a szakadékba zuhan
T1359,Teljes neve Eric Arnaud Otogo-Castane
T1360,Az őstulok csak a pleisztocén végén alakult ki
T1361,Termesztését és hatásait intenzíven kutatják a Nyugat-Magyarországi Egyetemen
T1362,A film bemutatása nem volt kritikáktól mentes
T1363,Lacy-val szembeni ellentétei továbbra is fennmaradtak
T1364,Nemzetközi repülőtere összeköti Európával és Nairobival
T1365,Megporzásuk a víz segítségével megy végbe
T1366,A közhiedelemmel ellentétben a víz alatt is képes marni
T1367,Azóta több módosításra került sor
T1368,Itt lépett fel először az Opéra comique színpadán
T1369,Mindegyik kocsiban az üléseket bőr fedi és Wi-Fi hozzáférést biztosítanak
T1370,A Gazdasági és Informatikai Bizottság tagjaként dolgozott
T1371,Filibert savoyai herceg portréját vetette vászonra
T1372,Pótlása tervben van
T1373,A klub színei kék-fehér
T1374,Az európai ipartörténeti örökség egyik kiemelkedő helyszíne
T1375,Röptük erőteljes és egyenes
T1376,A hegyről kilátás nyílik Zürichre és a Zürichi-tóra
T1377,Főleg a városi akváriumok tartják ezt a harcsát
T1378,Zeneszerzés mellett még szakkönyveket is írt
T1379,A szőrzet hosszabb lehet a farkon és a pofán
T1380,Elkészítjük a tervet eredeti méretben
T1381,Egy Karaoke kiegészítő amit csak Japánban adtak ki
T1382,Ezeken a mérkőzéseken kezdőként végig a pályán maradt
T1383,Családjával jelenleg New Yorkban él
T1384,Emellett az idők folyamán számos lemezkiadónál felbukkant hasonló szerepben
T1385,Frigyes meghalt és Keresztélyt királlyá koronázták
T1386,Ezzel párhuzamosan matematikai ismereteit Johann Friedrich Pfaffnál bővítette
T1387,Jelenleg programozó Kolozsvárott
T1388,A település ősi magva a bányához közelebb alakulhatott ki
T1389,Ebben a szezonban ki is esett
T1390,Rengeteg fordítás történt ebben az időszakban
T1391,Vizsgálta megnyilvánulásának szimbólumait
T1392,Velük Blunt gyakorlatilag csak az iskolai szünidők idején találkozott
T1393,Érzékszerveik igen érzékenyek
T1394,Típusa pedig parasztballada
T1395,Sándor orosz cárt
T1396,A vizsgára jelentkezők a vizsgabizottság előtt jelennek meg
T1397,Valentino beleszeret Barbarita-ba
T1398,A falat két bástya is erősíti
T1399,Jelenleg a belga Charleroi játékosa
T1400,"Fiának, Oscarnak keresztapaságát sógora, Napóleon vállalta el"
T1401,Innen jött az ötlet
T1402,Pályáját versekkel kezdte
T1403,A Kozma utcai izraelita temetőben helyezték végső nyugalomra
T1404,Hetedik helyét és szenvedésüket a pálya karakterisztikájára fogták
T1405,A testület tisztikarának első alelnöke
T1406,Kázmér lengyel királyok udvarával
T1407,Így gyakorta azok indáival ejti foglyul ellenfeleit
T1408,Ezt követően Károly és Lajos között a viszony elhidegült
T1409,Itt van Ben Grossman és Deborah is
T1410,A késő barokk legfontosabb német képviselői
T1411,Nyolc éven át díszleteket festett
T1412,A fogyatékos emberek és számos más ügy szószólójaként emlegetik
T1413,Barokk Tekla-oltára van az Erzsébet-apácák pozsonyi templomának
T1414,Az ilyen pályák keringési ideje több mint huszonnégy óra
T1415,Hérakleitosz szerint minden ellentétpár egységet s egyszersmind sokaságot alkot
T1416,A Padovan-sorozat tagja
T1417,Aktívan részt vett a független Szlovénia létrehozásában
T1418,A Mátyás-szobor felállítására kiírt pályázat bíráló bizottságának egyik tagja
T1419,Az amerikai versenyre Firman visszatért a csapathoz
T1420,Magyarország mellett elsősorban Krakkóban és Zágrábban folytatott kutatásokat e téren
T1421,Azóta platina minősítést szerzett itt
T1422,Termése fehér bogyó
T1423,Az Olt bal partján fekvő település
T1424,Gépesített Hadtest között
T1425,Biztonságosan le kell zárni
T1426,A szombathelyi büntetés-végrehajtási intézetben is tartott órákat
T1427,Ekkor emelték az első középületeket
T1428,Bartók Béla feldolgozta énekhangra és zongorára
T1429,A komplexumhoz egy kis kápolna és egy kocsma is tartozott
T1430,Díszítésükben nagy szerepet kapott a katonaság és a rendőrség ábrázolása
T1431,Előtte a kommunizmus áldozatainak emlékszobra található
T1432,Trianon előtt Modrus-Fiume vármegye Ogulini járásához tartozott
T1433,Ennek volt része a ma is látható kaputorony
T1434,A csoport ezután elhagyja a repülőgép roncsait
T1435,Szakmai pályafutása állandóan konfliktusba került diákjaival és munkatársaival
T1436,A csapadékmennyiség aránylag kicsi
T1437,Innen északra áll el-Bagavat nekropolisza
T1438,A reformáció idején középkori lakossága lutheránussá lett templomával együtt
T1439,Eredeti modelljében a központi helyeknek tíz szintjét különböztette meg
T1440,Ezzel párhuzamosan járt-kelt Németalföldön és prédikált a népnek
T1441,Magyarországon többek közt a Cserhátban fordul elő
T1442,A mérkőzések kezdési időpontjai helyi idő szerint vannak feltüntetve
T1443,Ezen kívül palliumot adományozott még több dél-itáliai egyházmegyének is
T1444,A kifejezés angolszász nyelvterületen terjedt el
T1445,Ez a tény majdnem a zenekar pályafutásának végét jelentette
T1446,Apja is katonatiszt volt
T1447,Gyakran lép fel vendégzenészekkel
T1448,Mindössze egy évig volt ennél a csapatnál edző
T1449,A budapesti egyetemen jogi és bölcseleti előadásokat hallgatott
T1450,A dolgozók viselkedését többnyire irracionális és rejtett tényezők határozzák meg
T1451,A kolostor későbbi kegyura a Kanizsai család lett
T1452,A programokkal teli év már januárban kezdődött Spanyolország ellen
T1453,Ugyanebben az évben az együttes feloszlott
T1454,A hetvenes és nyolcvanas években készült képei aukciókon szerepelnek
T1455,A dalt az orosz-észt Tanja adta elő angol nyelven
T1456,Mobutu egy autentikus afrikai rendszert akart kiépíteni
T1457,Gyakran publikált szaklapokban is
T1458,A másik két lehetséges város Atlanta és Fokváros volt
T1459,A hadifogság után hazajött
T1460,A király ezen képhez modellt ült
T1461,Az versenyen az ob legjobb bokszolójának választották
T1462,A motorok a szárny alá függesztett gondolában kaptak helyet
T1463,A náci hatalomátvétel miatt el kellett hagynia a várost
T1464,Mexikó második legnagyobb médiuma a Televisa után
T1465,Középiskolai tanulmányait a szombathelyi Premontrei Rendi Szent Norbert Gimnáziumban végezte
T1466,A harang oldalán Nepomuki Szent János képe volt látható
T1467,Két őr betoppan és elviszik Ankát a másik cellából
T1468,Mérget vett be
T1469,Ezért kis test nem az egyedfejlődés emléke
T1470,A település legfontosabb vízfolyása a Baranya-csatorna
T1471,A templom Szent Jakab tiszteletére volt szentelve
T1472,Európa számos kutatóintézetében és egyetemén megfordult kutatóként és meghívott előadóként
T1473,Ugyanebben az évben kitüntették az Order of Merittel
T1474,Franciaországban a Miracle hetekig az első helyen állt a listákon
T1475,Szent István király plébániatemplom
T1476,Fehér festékek készítésére használják
T1477,A duett Brandy és Monica legsikeresebb száma is
T1478,Elsősorban lehetnek természetesek vagy mesterségesek
T1479,Rendkívül jó nyomkövető
T1480,Alfonz egyesítette a királyságot
T1481,A Mester ezután Grace segítségével kinyitja a szemet
T1482,Nyaranta megtartják a lakótelepi napokat
T1483,Jelenleg a Vác játékosa
T1484,Az erdőkben található meg
T1485,Gyártója a Newport News Hajógyár volt
T1486,Képes rádióelektronikai zavarásra is
T1487,Több kisebb település egyesülésével alakult ki
T1488,Ez volt a második sárga lapja
T1489,Neve eredetéről lásd a Déli-Lavina-torony alatt
T1490,Egy fiuk és három lányuk született
T1491,A magántársaságok eleinte saját maguk adtak a kocsiknak pályaszámot
T1492,A nádor schönbrunni mintára kezdte kiépíteni a tulajdonát
T1493,Kurus előtti dátumok hozzávetőlegesek
T1494,Ő egy korszaknak az élenjáró prófétája
T1495,Feltehetően korhadó növényi anyagokat bont
T1496,Az indiai földrajzi névvel alkották fi
T1497,Édesapja Choli Daróczi József
T1498,A Számítástechnika tantárgy itt is erőssége volt
T1499,Francesco Sforza herceghez
T1500,Apja a holokauszt áldozata lett
T1501,Amatőr pályafutása legnagyobb sikereit a Winnipeg Falconsban érte el
T1502,A hazatérés azonban nem a szabadságot jelenti Bauer számára
T1503,A szemetet hajóval szállítják el a szigetről
T1504,Soria tartomány harmadik legnépesebb városa
T1505,A felszerelés jelentős részét ezért a keskeny partszakaszon hagyták
T1506,A magyar és román tagozaton egyaránt rendezett
T1507,A szünidőket édesanyjával töltötte New Yorkban
T1508,Ezután az édesanyjával Atlantába költözött és egy táncszínház tagja lett
T1509,Legrangosabb épülete az istennő központi szentélye
T1510,Később ezt a szerepet a felnőttek vették át
T1511,Kirov hajógyár épített
T1512,Lisztet is egész életében foglalkoztatta a Faust-történet
T1513,A hadseregparancsnok a király távollétében a sereg korlátlan irányítója volt
T1514,Időnként a fürdő egyes részeit temetőként hasznosították
T1515,Kisebb halakkal és férgekkel táplálkozik
T1516,A törekvő Heidi folyamatosan kezdett munkákat kapni
T1517,Az amszterdami csapatban sok sikert ért el
T1518,Danny több német bajnoki címet is nyert
T1519,Vele átellenben fa harangláb áll
T1520,Jelenleg az al-Sabab középpályása
T1521,Középső triász mészkőben keletkezett
T1522,A kisebb ázsiai kertek kedvelt növényei
T1523,A játék egyjátékos és többjátékos módban is játszható
T1524,Több neves balett iskola ajánlott fel neki ösztöndíjat
T1525,A mintegy félszáz lelkes település Somogy megyében található
T1526,Csak a késő középkorban népesült be ismét
