utt_id,speaker,reference,prediction,wer
C_020_0010_window_corridor_AOL,C_020,Zárd be az ablakot a folyosón,Nárnod a brakot a helyoson?,0.8333333333333334
C_021_0010_radio_bathroom_AOL,C_021,Kapcsold be a rádiót a fürdőszobában,"kapszott barádióta, férte szavában.",1.0
C_021_0010_vacuum_corridor_AOL,C_021,Kapcsold be a porszívót a folyosón,"A főtt volt, és a főtt volt.",1.0
C_021_0001_radio_room_LAO,C_021,A szobában kapcsold ki a rádiot,a szubában kapcsolot kiorádjunk.,1.0
C_021_1000_shutter_livingroom_LAO,C_021,A nagyszobában húzd föl a redőnyt,"A nevet felállva, amúgy felállítunk.",0.8333333333333334
C_021_0001_washingmaschine_bathroom_AOL,C_021,Kapcsold be harminc fokon a mosógépet a fürdőszobában,kaptja a bevarant fúkal a morsógépet a fődő szobával.,0.875
C_021_0100_TV_livingroom_AOL,C_021,Csendesítsd a tévét a nagyszobában,"De síti a TV-t, vagy tovább.",1.0
C_021_0001_curtain_kitchen_AOL,C_021,Húzd szét a függönyt a konyhában,"Úszé, te a figyelj nekik olyan nyával.",1.0
C_021_1000_TV_bathroom_LAO,C_021,A fürdőszobában hangosítsd a tévét,"A füldes szóval van, gondoljunk a TV.",1.0
C_021_1000_heating_room_AOL,C_021,Húzd fel a fűtést a szobában,Úzt fel a füterst el szolában.,0.6666666666666666
C_021_0100_TV_room_LAO,C_021,A szobában csendesítsd a tévé,A főbárban csendesít a télét.,0.6
C_021_0001_TV_kitchen_LAO,C_021,A konyhában kapcsold ki a tévét,a kormányában kaptóz ki a tervet.,0.6666666666666666
C_021_0001_vacuum_livingroom_LAO,C_021,A nagyszobában kapcsold ki a porszívót,A náj szobában kapcsolat kiapportző volt.,0.8333333333333334
C_021_0010_vacuum_kitchen_AOL,C_021,Kapcsold be a porszívót a konyhába,"Apsi, hogy való, szívo, akkor nyhez van.",1.1666666666666667
C_021_0010_window_bathroom_LAO,C_021,A fürdőszobába zárd be az ablakot,"A firtet szabában, szábral, a vakon.",0.8333333333333334
C_021_0001_TV_kitchen_AOL,C_021,Kapcsold ki a tévét a konyhában,"Kaptunk, kertévet akarják.",1.0
C_021_0100_electricity_livingroom_LAO,C_021,A nagyszobában kapcsold le a villanyt,A nátszolában kapcsolató lelvény.,0.8333333333333334
C_021_0010_curtain_livingroom_AOL,C_021,Húzd be a függönyt a nagyszobába,Úgy bárműgőint elnálisztol a lábán.,0.8333333333333334
C_021_1000_electricity_livingroom_LAO,C_021,A nagyszobában kapcsold fel a villanyt,"A nagyszerű abban, kaptja a felövédelé.",0.6666666666666666
C_021_1111_TV_corridor_LAO,C_021,A folyosón válts csatornát a tévén,"A fújra soha vagyok, hogy a tornát a tévé.",1.1666666666666667
C_021_0001_window_livingroom_LAO,C_021,A nagyszobába nyisd ki az ablakot,"Nem adsz a lában, is kevábbra kutatok.",1.1666666666666667
C_021_0001_fan_bathroom_AOL,C_021,Kapcsold ki a ventillátort a fürdőbe,"katsod kell menni, látod, a fültőben.",0.8333333333333334
C_021_1111_radio_livingroom_AOL,C_021,Válts csatornát a rádión a nagyszobába,Vágy sztutó nataradjon a tovább.,0.8333333333333334
C_021_0010_vacuum_smallroom_AOL,C_021,Kapcsold be a porszívót a kisszobába,"Azt mondom, hogy szívot aggisztol abban.",1.0
C_021_0001_washingmaschine_kitchen_LAO,C_021,A konyhában kapcsold be harminc fokon a mosógépe,A konyhában kapcsolj be 30-okon a mosógépe.,0.5
C_021_0100_electricity_room_LAO,C_021,A szobában kapcsold le a villanyt,"A főváron kopt volt, lehogyi lény.",0.8333333333333334
C_021_1000_TV_kitchen_AOL,C_021,Hangosítsd a tévét a konyhában,A borsíta a dévét a konyhával.,0.8
C_021_0010_fan_room_LAO,C_021,A szobában kapcsold be a ventilátort,a szubávon kapcsolatban téváltunk.,1.0
C_021_1000_electricity_smallroom_AOL,C_021,Kapcsold föl a villanyt a kisszobába,"Na, a főt, hogy a világ tagítsa vágva.",1.1666666666666667
C_021_0010_vacuum_kitchen_LAO,C_021,A konyhában kapcsold be a porszívót,"A konyhával, kaptott a fő széve.",0.8333333333333334
C_021_0001_door_livingroom_LAO,C_021,A nagyszobában nyisd ki az ajtót,Análytulában is kevőjtuk.,1.0
C_021_0001_heating_corridor_AOL,C_021,Kapcsold ki a fütést a folyoson,kapszat kiaffi tésztapolja srácok,1.0
C_021_1111_radio_corridor_LAO,C_021,A folyosón válts csatornát a rádión,A folyosulmács csatornált a rádján.,0.6666666666666666
C_021_0100_shutter_smallroom_LAO,C_021,A kisszobában húzd le a redőny,Akítsalában út loradény.,1.0
C_021_0001_radio_kitchen_AOL,C_021,Kapcsold ki a rádiot a konyhában,kaphcsót kiorádióta konjáva.,1.0
C_021_0010_heating_kitchen_LAO,C_021,A konyhában kapcsold be a fütést,a krinhában kockáltal be a fétés.,0.6666666666666666
C_022_0010_door_kitchen_AOL,C_022,Zárd be az ant a konyhában,"Lehet a látot, hogy hagyom.",1.0
C_022_1111_TV_smallroom_AOL,C_022,Válts csatornát a tévén a kisszobában,"Hát, nem tudod, hogy tévének is száva.",1.1666666666666667
C_022_1111_radio_room_AOL,C_022,Válts csatornát a rádión a szobában,"Vács, satorlát a rádiul a szóában.",0.6666666666666666
C_022_0001_door_kitchen_AOL,C_022,Nyisd ki ajtót a konyhában,"Nézd ki, hajtottak, hogy járnod.",1.0
C_022_0001_window_corridor_LAO,C_022,Folyosón nyisd ki az ablakot,Hogy a srácok is játszott.,1.0
C_022_0010_computer_smallroom_LAO,C_022,Kisszobában kapcsold be a számítógépet,kisztül akar is azban számítod.,1.0
C_022_1000_heating_bathroom_AOLL,C_022,Húzd fel a fűtést a konyhában vagy fürdőszobában,"Úgy szállod, hogy ő tészt a gonyával. Fősülös szállod.",1.0
C_022_0010_dishwasher_kitchen_LAO,C_022,Konyhába kapcsold be a mosogatógépet,kujával kapcsolat be a beszélgető éppet.,0.8
C_022_0001_TV_livingroom_AOL,C_022,Kapcsold ki a tévét a nagyszobában,A farts oldikát tingsz a vág szabályban.,1.0
C_022_0010_fan_kitchen_AOL,C_022,Kapcsold be a ventillátort a konyhában,"kapcsolatban, mert látott a gógyhelyen.",0.8333333333333334
C_022_0100_heating_smallroom_AOL,C_022,Húzd le a fűtést a kisszobába,"Húznak, itt is kiszaválló.",1.0
C_022_0010_vacuum_room_AOL,C_022,Kapcsold be a porszívót a szobában,"Kárcsodva, vorszívott szolában.",1.0
C_022_0010_curtain_smallroom_AOL,C_022,Húzd be a függönyt a kisszobába,"Úgy bármelyet, hogy itt akisszaválok.",1.0
C_022_0001_vacuum_livingroom_LAO,C_022,A nagyszobába kapcsold ki a porszívót,A nácszványok kapcsolatja a borszlígó.,0.6666666666666666
C_022_0001_heating_room_LAO,C_022,Szobá szobában kapcsold ki a fűtést,"Szóval, hogy amig nem tudok ki a fődésre.",1.0
C_022_0010_vacuum_corridor_AOL,C_022,Kapcsold be a porszívót a folyoson,"Csodálva, porcsi, vatafúj.",1.0
C_022_0001_window_livingroom_AOL,C_022,Nyisö nyisd ki az ablakom a nagyszobába,"Nincs kezett, abla molyt szedállat.",1.0
C_022_1000_TV_kitchen_AOL,C_022,Hangosítsd a tévén a konyhában,"A mohizt a TV-et, a konyhábor.",0.8
C_022_0100_shutter_kitchen_LAO,C_022,A konyhába húzd le a redőnyt,"Kujten van, hogy újzlátod itt.",1.0
C_022_0100_TV_room_AOL,C_022,Csendesítsd a tévét a szobában,"Szenve sziasított, tényleg, szóállal.",1.0
C_022_1000_heating_room_AOL,C_022,Húzd fel a fűdést a szobában,"A húsz talapű, de ez a szalám.",1.0
C_022_0010_door_corridor_AOL,C_022,Zárd az ajt a folyoson,"Názzal, szállt a fős.",0.8
C_022_0001_door_kitchen_LAO,C_022,Konyhába nyisd ki az ajtó,"A pohár van is, kivált.",1.0
C_022_0010_TV_bathroom_AOL,C_022,Kapcsuld a tévét a fürdőszavan,"Kocsi, lát, téved, füldöz, havan.",1.0
C_022_1000_TV_bathroom_LAO,C_022,Fürdőszobába hangosíd a tévét,Firdesz fel a hozzátérjét!,0.75
C_022_0100_electricity_room_AOL,C_022,Kapcsold le a villanyt a szobában,"Kaptam, hogy a davile.",0.8333333333333334
C_022_0001_curtain_room_AOL,C_022,Húz szét a függönyt a szobában,Kusztet a fűgőt szóával.,0.8333333333333334
C_022_0100_electricity_livingroom_AOL,C_022,Kapcsold le a villanyt a nagyszobában,"A csodzavízett, a csebában.",0.8333333333333334
C_022_0001_curtain_kitchen_AOL,C_022,Húzd szét a függönyt a konyhába,"Úszé, ah, mindenek olyan helye van.",1.0
C_022_0010_curtain_livingroom_LAO,C_022,A nagyszobába húzd be a függöny,A dászolában húzba hülté.,0.8333333333333334
C_022_1000_shutter_kitchen_AOL,C_022,Húzd a redőnyt a könyhában,Fúzsal azért a folytával.,0.8
C_022_1111_radio_kitchen_AOL,C_022,Válts csatornát a rádión a konyhában,A srácsatornát rádior konyhámat.,1.0
C_022_0100_electricity_kitchen_AOL,C_022,Kapcsold le a villanyt a konyhában,"A csodra vél ajta, hogy jármált.",1.0
C_023_0010_dishwasher_bathroom_AOL,C_023,Kapcsold be a mosogatógépet a fürdőszobában,"Kácsodd el, most voltó érte. Fildesszük a bármán.",1.1666666666666667
C_023_0010_door_bathroom_AOL,C_023,Zárd be az ajtót a fürdőszobában,"Szállj be, az állj tot a bűz, ezt a barom.",1.3333333333333333
C_023_0001_radio_room_LAO,C_023,Szobában kapcsold ki a rádiot,"Szóval, mam, kapcsolat, járjáljál.",1.0
C_023_0010_kettle_kitchen_LAO,C_023,A konyhában kapcsold be a vízforralót,"A konyhárban kapcsolj, de amit folygára?",0.8333333333333334
C_023_1000_shutter_bathroom_AOL,C_023,Húzd föl a redőnyt a fúrdőszobában,"Úgy föl a veszet, hogy a föl játszom a bánom.",1.1666666666666667
C_023_0001_computer_smallroom_LAO,C_023,A kisszobában kapcsold ki a zámítógépet,"Tisztam, abban kaptam, hogy keresztem, hogy értem.",1.1666666666666667
C_023_1000_shutter_kitchen_AOL,C_023,Húzd föl a redőnyt a konyhában,Úgy szól a rázet akonyában.,0.8333333333333334
C_023_0001_heating_livingroom_AOL,C_023,Kapcsold ki a fűtést a nagyszobában,Kapszott ki a kicsit is talált szabályban.,0.8333333333333334
C_023_1000_TV_smallroom_LAO,C_023,Kisszobában hangosítsd fel a telvíziót,"Viszont bármára, ahol sértsél, hát tele bizélyet.",1.4
C_023_0010_door_corridor_AOL,C_023,Zárd be az ajtót folyosón,"Tehát, de az alajtrot, hogy a srácok.",1.2
C_023_0010_window_room_LAO,C_023,Szobában zárd be az ablakot,"Szebábban, zájt az ablapot.",0.8
C_023_0100_heating_smallroom_LAO,C_023,Kisszobában kapcsold lejjebb a fűtést,"Kisztovában kapcsolj, vagy ebben, hogy te is.",1.4
C_023_0010_curtain_bathroom_AOL,C_023,Húzd be a függönyt a fürdőszobában,"Fújsz be, áll fűgőntel, fűzőszemába.",1.0
C_023_0010_window_bathroom_LAO,C_023,Fürdőszobaban zárd be az ablakot,"Füzészümbalmaz, ne edve zambalmaz.",1.0
C_023_0001_window_room_LAO,C_023,Szobában nyisd ki az ablakot,"Aztán, szobában, nincs sezobban.",1.0
C_023_0010_door_smallroom_AOL,C_023,Zárd be az ajtót kisszobában,"Az át, de van egy tot, ki szomában.",1.6
C_023_0010_heating_livingroom_AOL,C_023,Kapcsold be a fűtést a nagyszobában,"Kapszolj be a futist, a légy szalárom.",0.6666666666666666
C_023_0001_toaster_kitchen_LAO,C_023,A konyhában kapcsold ki a porítóst,Akkor nyávan kosszú a piirítos.,0.8333333333333334
C_023_0001_vacuum_livingroom_AOL,C_023,Hapcsold ki a porszívót a nagyszobában,"Hát, jól tudja, porcról tabácszomávam.",1.0
C_023_1000_electricity_livingroom_AOL,C_023,Kapcsold fel a villanyt a nagyszobában,"Kowskvács fel, ahol így látom, ahol csalávam.",1.1666666666666667
C_023_1000_shutter_room_AOL,C_023,Húzd föl a redőnyt a szobában,"Vúzt fel a helyzet, azt van bármán.",1.0
C_023_0010_washingmaschine_kitchen_AOL,C_023,Hatvan fokra állítsd be a mosógépet a konyhában,"Hát papokra állisban, most sok bébe ez a konyában.",1.0
C_023_1000_heating_room_LAO,C_023,Szobában kapcsold feljebb a fűtést,"Szobában kapcsolta, érben pültes.",0.8
C_023_0001_fan_room_LAO,C_023,Szobában kapcsold ki a ventillátort,"Szobában kapsod, fiamint jártod.",0.8
C_023_1111_TV_room_LAO,C_023,Szobában váltsál csatornát a televízióban,"Sobából van, sárcsával soha rá teszem a bizélyből.",1.4
C_023_0100_shutter_smallroom_AOL,C_023,Engedd le a redőnyt a kisszobában,"Henged le a látad, tök ki a szabába!",0.8333333333333334
C_023_0001_washingmaschine_bathroom_AOLAL,C_023,Kapcsold fel a mosógépet a fürdőszobában harminc fokra a fürdőszobában,"kapcsolat fel a macsolát, hogy énben a büldet sem áll van. Ha nem foglalka a büldet sem áll van.",1.5
C_023_0001_door_corridor_LAO,C_023,Folyosón nyisd ki az ajtot,"Pövesső, nincs ki az álljtort.",0.6
C_023_0001_door_kitchen_AOL,C_023,Nyisd ki az ajtót a konyhában,"Nézz ki a helyt, hogy valakor nyármám.",1.0
C_024_0010_radio_room_LAO,C_024,A szobába kapcsold be a rádiót,a szobában kapcsolj be a rádjúok.,0.6666666666666666
C_024_0100_TV_room_LAO,C_024,A szobában halkítsd a tévét,a szobában halkézsd rá téve.,0.8
C_024_0010_heating_livingroom_LAO,C_024,A nagyszobába kapcsold be a radiátor,a nagyszer bármak kapcsolom a radiátot.,0.8333333333333334
C_024_1000_electricity_kitchen_AOL,C_024,Kapcsold gel a villanyt a konyhában,kapszón fel a vilántakonyhában.,0.8333333333333334
C_024_0100_TV_kitchen_AOL,C_024,Halkítsuk a tévét a konyhában,hagygétsük a TV-et akkonyában.,0.8
C_024_0001_heating_livingroom_LAO,C_024,Nagyszobába kapcsold ki a radiátor,Látszabával kapcsolatja a rádiátot.,0.8
C_024_0001_heating_bathroom_AOL,C_024,Kapcsold ki a radiátort a fürdőszobába,kapszolta ki a radiátort a kültső szobába.,0.5
C_024_1000_TV_corridor_LAO,C_024,A folyosón hangosítsuk a tévét,a folyosan hágosítikat.,1.0
C_024_1000_heating_kitchen_LAO,C_024,A konyhába kapcs fel a fűtést,"a konyhába, kocsó, felapültés.",1.0
C_024_1000_TV_kitchen_AOL,C_024,Hangosítsuk a tévét a konyhában,hangosítjuk a szévet a honyhába.,0.6
C_024_0001_curtain_corridor_AOL,C_024,Húzd szét a függöny a folyoson,"Húst szét a figyelm, a főső.",0.5
C_024_0010_door_smallroom_AOL,C_024,Zárd be az ajtót a kisszobában,"Zsárk be az ajtót, akik szabálybat.",0.6666666666666666
C_024_0100_electricity_smallroom_ALO,C_024,Kapcsoljuk le a szobában a kisszobában a villanyt,kapszolt jukra a kis szabában a világban.,0.75
C_024_0010_vacuum_livingroom_AOL,C_024,Kapcsold be a porszívót a nagyszobába,"kapcsol be a posztimot, a csabába.",0.5
C_024_0001_window_kitchen_LAO,C_024,Konyhába nyisd ki az ablakot,"Van jába, nincs ki az abrakot.",0.8
C_024_0001_window_smallroom_LAO,C_024,A kisszobában nyisd ki az ablakot,A készen bárban is télsz a blákkot.,1.0
C_024_1000_TV_livingroom_LAO,C_024,Nagyszobába hangosítsuk a tévét,"Na szabából, hangos is tűködtél.",1.25
C_024_0001_fan_livingroom_LAO,C_024,Nagyszobába kapcsold ki a vnetillátort,Na szobába kapszott ki a feltélása.,0.8
C_024_0100_shutter_smallroom_LAO,C_024,A kisszobába húzd le a red,A kis szabályban hozta.,0.8333333333333334
C_024_0001_stove_kitchen_AOL,C_024,Kapcsold ki a sütőt a konyhába,"Rátcsót kély a sütőz, akkonyhában.",0.8333333333333334
C_024_0001_vacuum_room_LAO,C_024,A szobába kapcsold ki a porszívót,A szobába kapcsolásként a porszim.,0.5
C_024_0010_vacuum_room_AOL,C_024,Kapcsold be a porszívót a szobába,kapcsolatból szibota.,1.0
C_024_0100_electricity_bathroom_ALO,C_024,Kapcsoljuk le a folyosón a villanyt,"kapcójuk le, a fő szón a vilán.",0.8333333333333334
C_024_1111_radio_corridor_AOL,C_024,Válts csatornát a rádión a folyoson,Bársztott a látaládiút a folyasó.,0.6666666666666666
C_024_0010_vacuum_corridor_AOL,C_024,Kapcsold be a fürdör a porszívót a folyosón,"kapcsolat be a függes, a porcig volt, a folyoson.",0.625
C_024_0010_window_kitchen_LAO,C_024,A konyhába zárd be az ablakot,A pogyhával számítászat brakodt.,0.8333333333333334
C_024_0001_curtain_bathroom_AOL,C_024,Húzd szét a függönyt a fürdőszobába,"Kusztik a fülőny, a fülőső vállba.",0.8333333333333334
C_024_0010_heating_corridor_LAO,C_024,Folyosón kapcsold be a vagyiátort,Pajosan kapszol be a diátot.,0.6
C_024_0100_shutter_bathroom_LAO,C_024,A fürdőszobába húzd le a regöny,"A füldös szobába, húznál, ha képes.",0.8333333333333334
C_024_0010_curtain_kitchen_AOL,C_024,Húzd be a függöny a konyhában,"Kuszbál, függé, akar nyávás.",1.0
C_025_0010_door_room_LAO,C_025,A szobába zárd be az ajtot,A szomában zárd el zajtól.,0.6666666666666666
C_025_0001_heating_bathroom_AOL,C_025,Kapcsold ki a fűtést a fürdőszobába,"Kaptottak a pültés, a pültés szubában.",0.8333333333333334
C_025_0100_TV_corridor_LAO,C_025,Folyoson halkítsd le a tévét,"Vajon szó, ha kizsd el a témét.",1.2
C_025_0010_fan_smallroom_AOL,C_025,Kapcsold fel a ventillátort a kisszobába,"kapcsolta, bántiláltat, a kis szobába.",0.8333333333333334
C_025_0010_window_smallroom_AOL,C_025,Zárd be az ablakot a kisszobába,"Zálltám szablakot, a kis szobába.",1.0
C_025_1000_shutter_livingroom_LAO,C_025,Nagyszobába húzd fel a redőnyt,nagyszorvában húsz fel a redőny.,0.6
C_025_0010_toaster_kitchen_ALO,C_025,Kapcsold be a konyhába a kenyérpirítót,Kaptott be a konyhába a kenyér pirított.,0.5
C_025_1000_shutter_kitchen_AOL,C_025,Huzd fel a redonyt a konyhába,20 perr a redönt a konyhában.,0.6666666666666666
C_025_0001_window_smallroom_OAL,C_025,Az ablakot nyisd ki a kiszobába,Az ablakot nincs kell kiszobába.,0.6666666666666666
C_025_1000_electricity_bathroom_LAO,C_025,Fürdőszobába kapcsold fel a villany,Ütő szobárba kapcsoljuk be a világ.,1.0
C_025_1111_NULL_room_AL,C_025,Válts csatornát a szobába,"Bárcsat oldná, a szobában.",0.75
C_025_0010_vacuum_livingroom_LAO,C_025,Nagyszobába kapcsold be a porszívót,"Nácsomában kaptunk, de a poszívot.",0.8
C_025_0010_window_bathroom_AOL,C_025,Zárd be az ablakot a fürdőszobába,"Szálltás, jól van, hogy a videó szomában...",1.0
C_025_0010_fan_corridor_LAO,C_025,Folyoson kapcsold be a ventilátort,Ujoson kapcsolj be a ventilátot.,0.6
C_025_0001_door_corridor_LAO,C_025,Folyoson nyisd ki az ajtót,"Pajó, son, nyersi az ajtót.",0.8
C_025_0001_radio_livingroom_AOL,C_025,Kapcsold ki a radiót a nagyszobába,Kaptsobkerádióta nagy szobába.,1.0
C_025_0100_electricity_room_LAO,C_025,A szobába kapcsold le a villanyt,A szóval bakott volt el világy.,0.8333333333333334
C_025_0010_radio_livingroom_LAO,C_025,Nagyszobába kapcsold be a rádiot,"Nagyszerűen bármány kaptunk, beledről játjuk.",1.0
C_025_0010_curtain_room_LAO,C_025,Szobába húzd be a függöny,Szóval van húsba a függölt.,0.8
C_025_0010_door_livingroom_AOL,C_025,Zárd be az ajtót a nagyszobába,Zállj a zájtót a hátszóba a bab.,1.0
C_025_1000_TV_smallroom_AOL,C_025,Hangosítsd fel a tévét a kisszobába,A kis szobába.,1.0
C_025_0010_heating_smallroom_LAO,C_025,Kissszobába kapcsold be a fűtés,kiszomába kapcsolva a fűtést.,0.8
C_025_0010_dishwasher_kitchen_AOL,C_025,Kapcold be a mosogatógépet a konyhába,"A konyhába kapcsolj, de a másokatok gépet a konyhába.",1.1666666666666667
C_025_0001_radio_smallroom_AOL,C_025,Kapcsold ki a rádiót a kisszobába,Kaptott ki a rádiót a kiszobába.,0.3333333333333333
C_025_1000_electricity_room_AOL,C_025,Kapcsold fel a villany asz sz szobában,kaptú a felabílán a szobában.,0.8571428571428571
C_025_0010_fan_corridor_AOL,C_025,Kapcsold fel a ventilátort a folyoson,Kaptos a venti látot a folyószól.,0.8333333333333334
C_025_1000_TV_corridor_LAO,C_025,A folyoson hangosítsd fel a tévét,A folyoson hangos istvel a téved.,0.5
C_025_0001_door_smallroom_AOL,C_025,Nyisd ki az ajtót a kisszobába,"Nisztelzáltam, takissom, máma!",1.0
C_025_0010_computer_room_LAO,C_025,A szobába kapcsold be a számítógépet,A szobába kapcsol be a számítógéped.,0.3333333333333333
C_025_1000_shutter_smallroom_LAO,C_025,Kisszobába húzd fel a redőny,"Kiszvabába, húsz fel a redőn.",0.6
C_025_1111_TV_room_AOL,C_025,Válts csatornát a tévén a szobába,"Vássutod náv, a teben a szebából.",0.6666666666666666
C_025_1000_shutter_corridor_AOL,C_025,Huzd fel a redönyt a folyoson,Fúz fel a rádjónk a folyósón.,0.5
C_026_0100_heating_room_AOL,C_026,Lekapcsoljuk a fűtést a szobában,"Látok, ha tűnik a kintészt, aztán bármán.",1.2
C_026_0001_fan_livingroom_AOL,C_026,Kapcsold ki a ventillátor a nagyszobában,"Gondolk ki a vendénylát, a nőt, a bármán.",0.8333333333333334
C_026_0001_heating_livingroom_LAO,C_026,A nagycobában kapcsold ki a fűtést,Honnálottam már mindig a csontké a függést.,1.0
C_026_0001_door_corridor_LAO,C_026,A folyosón nyissuk ki az ajtó,A folyoson nyisunki az Antón.,0.6666666666666666
C_026_0100_electricity_smallroom_AOL,C_026,Kapcsold le a villant a kisszobában,"Kaptul le a millen, akirstum mármán.",0.6666666666666666
C_026_1111_TV_smallroom_AOL,C_026,Válts a tévén csatornát a kisszobában,Mert a témén csontunnán a kérszomáman.,0.6666666666666666
C_026_0001_window_smallroom_OAL,C_026,Az ablakon nyisd ki a kisszobában,"az omlókony nyiszt ki, a gyiszt van már a man.",1.5
C_026_0001_vacuum_smallroom_LAO,C_026,A kisszobában kapcsold ki a porszívót,A késő mamán kapcsol ki a posztímon.,0.6666666666666666
C_026_0010_fan_smallroom_LAO,C_026,A kisszobában kapcsold be a ventillátort,A kérszomában kacolt be a mentő látolt.,0.6666666666666666
C_026_0001_vacuum_corridor_AOL,C_026,Kapcsold ki a porszívót a folyosón,"Kaptunk ki a borsz, de búl a fősön.",0.8333333333333334
C_026_1111_radio_livingroom_LOA,C_026,A nagycobában a rádión válts csatornát,a nőztül márman arra győn meccsatulnán.,1.0
C_026_0010_window_kitchen_AOL,C_026,Zárd be az ablakot a konyhában,"Zsázz me az omlókul, omkonyáman.",0.8333333333333334
C_026_0100_electricity_room_AOL,C_026,Kapcsold le a villany a szobában,"Kaptul le, a millon az oma a munk!",1.0
C_026_1111_TV_room_AOL,C_026,Válts csatornát a tévén a szobában,"Mert, csendülnend, undíj min, azon már menn.",1.1666666666666667
C_026_0001_washingmaschine_kitchen_LOA,C_026,A konyhában a mosógépet harminc fokon kapcsold be,"a konyhában a mozsógépet, hallnány mintzvon konkapcsóan be.",0.75
C_026_0001_toaster_kitchen_AOL,C_026,Kapcsold ki a piritósütőt a konyhában,"kaptam a kint, a pénét, a sütün, a konnyerban.",1.1666666666666667
C_026_0001_curtain_livingroom_AOL,C_026,Huzzunk szén a függön a nagyszobában,Úrszunk szény a fűműen a zomáman.,0.6666666666666666
C_026_1000_electricity_room_LAO,C_026,A szobában kapcsold fel a villany,A szumáman kaptul mell a millen.,0.6666666666666666
C_026_0100_shutter_room_LAO,C_026,A szobában engedd le a redőnyt,"Aztán már a munkát, a különségek, a lennében.",1.1666666666666667
C_026_0010_vacuum_smallroom_LAO,C_026,A kisszobában kapcsold be a porszívót,A készen a mában kaptunk me a borszínvul.,1.0
C_026_0010_kettle_kitchen_AOL,C_026,Kapcsold be a vízmelegítőt a konyhában,"Kaptult mely a víz melegítült, okonjában.",0.8333333333333334
C_026_0010_door_livingroom_LAO,C_026,Nagyszobában zárjuk be az ajtón,"A nájtomában, az együtt megy, az az az az.",1.6
C_026_0010_window_room_AOL,C_026,Zárd be az ablakon a szobában,"Zsálld me a számlókunk, a szomáman.",0.8333333333333334
C_026_0010_window_livingroom_LOA,C_026,A nagycobában az ablakon csukd be,"a nájtőmájának, az ablóként, a zsóként mellett.",1.0
C_026_0100_heating_livingroom_AOL,C_026,Lekapcsoldjuk a fűtést a nagycobában,"Lekapcsoljuk a fűn, de az anástom elmond.",1.2
C_026_0010_window_bathroom_LAO,C_026,A fürdőszobában csunk be az ablakot,"A finőn zömmelman, Csúmé a lámán.",0.8333333333333334
C_026_1000_TV_room_AOL,C_026,Hangosítsd fel a tévét a szobában,"Amúgy szintem el, amit érjük a szomáman.",1.0
C_026_1000_electricity_smallroom_OAL,C_026,A villant kapcsold fel a kisszobában,"A millen kapcsolat fél, anki is szomáman.",1.0
C_026_0001_radio_corridor_AOL,C_026,Kapcsold ki a rádiót a folyosón,"Kaptunk ki a lányjunt, a főjősún.",0.5
C_026_0001_heating_bathroom_LAO,C_026,A fürdőszobában kapcsold ki a fűtész,A finnőre szóval már mindkopp csorjunk ki a finnődén.,1.0
C_026_1000_shutter_livingroom_LAO,C_026,A nagycobában húzd fel a redőny,A nájtom bármán most fel a lennőn.,0.6666666666666666
C_027_0001_radio_bathroom_OAL,C_027,A rádiót kapcsold ki a fűrdőszobába,a rádiót kapcsolj ki a Függel szobáma.,0.6666666666666666
C_027_0010_curtain_livingroom_ALO,C_027,Húzd be a nagyszobai függönyt,"Úgyzik, de a nájtszabály félkeint.",0.8
C_027_0010_heating_bathroom_AOL,C_027,Kapcsold be a fűtést a fürdőszobába,kapcsolj be a fűttést a földre szobában.,0.6666666666666666
C_027_0010_toaster_NULL_XOA,C_027,Tegyél be két kenyeret a pirítósba és kapcsold be,Tegyélbe képkenyeret a pirítósba és kapcsolatban.,0.6666666666666666
C_027_0010_curtain_bathroom_LOA,C_027,Fürdőszobai függönyt húzd be,"Füldösz a baj, hogy hogyhogy ez.",1.5
C_027_1111_TV_corridor_ALO,C_027,Válts csatornát a folyosón a tévén,"Vágy, csodó nartó fújósúno szévinok!",1.0
C_027_0001_vacuum_kitchen_LAO,C_027,A konyhába kapcsold ki a porszívót,a konyába kapcsolj ki a porszígot.,0.6666666666666666
C_027_0010_radio_bathroom_OLA,C_027,A rádiót a fürdőszobába kapcsold be,a rádióta füldő szomába kapcsoljt be.,1.0
C_027_0001_stove_kitchen_LOA,C_027,Konyhába gáztűzhelyet kapcsold ki,"Konyhaba, gásztus egyet kopp csort ki.",1.5
C_027_0010_waschingmaschine_kitchen_ALO,C_027,Hatvan most ki a ruhákat amiket odakészítettem a konyhába a mosógépbe,"60 fokon most ki a ruhákat, amiket odakészítettem a konyába a mosógépben.",0.45454545454545453
C_027_0001_curtain_corridor_LOA,C_027,A folyosói függönyt húzd szét,"A folyosóif, függönythúst szét.",0.8
C_027_0100_shutter_livingroom_LOA,C_027,Nagyszobai redúnyt engedd le,A nagy szubai redőint enged le.,1.5
C_027_0010_radio_smallroom_LAO,C_027,A kisszobába kapcsold be a rádiót,a kis szobába kapcsolj be a rádiót.,0.8333333333333334
C_027_0010_vacuum_room_LAO,C_027,A szobába kapcsold be a porszívót,A szobába kapcsolj be a porszébon.,0.3333333333333333
C_027_1111_TV_livingroom_ALO,C_027,Legyen valami más a nagyszobába a tévén,Legyem valami más a nagy szubábalt tévén.,0.5714285714285714
